,content,score,at
6671,"Tolong dong untuk penagihan nya jangan telpon terus tiap hari padahal jatuh tempo masih kurang 5hari,. Mengingatkan boleh cukup sekali jika sudah dikonfirmasi , atau via sms kan juga bisa. Kecuali kita ada keterlambatan mau tlp sehari 10x pun boleh gak masalah. Jangan sukanya bikin risih gitu lho selalu telpon kayak kita gak ada pekerjaan saja ditelpob teruss!!!",1,2020-07-30 02:14:56
3825,"Semua data sudah di isi sesuai dengan format tp tidak ada kelanjutan dengan note server sedang sibuk terus menerus.. Kalau memang tidak bisa tolong jng menyalahkan gunakan data pribadi sy karena bisa menyalahi undang""termasuk dlm pidana..",1,2020-07-30 08:32:05
3732,"Aplikasi yang cukup bagus dan membantu, cepat dan tidak ribet asal data benar dan asli. Tinggal menunggu cara cara penagihanya. Lebih baik dari aplikasi serupa. Tingkatkan terus pelayanan pelanggan.",4,2020-07-31 08:33:23
8778,Apaan katanya cepat cair tapi pengajuan saya tidak di acc dengan alasan credit score belum cukup... Ya jelas ga akan cukup aplikasinya juga baru download kan...,1,2020-07-31 10:16:25
7761,"Ini sy ga paham... pinjaman berhasil dan sdah di kasih tgl jtuh tempo nya dan biaya pinjaman yg harus di kembalikan... anehnya sy sampai sekarang ga terima itu uang nya,katanya uang akan di transfer selama 24 jam tpi mana hasil nya..awas az klo sampai ada penagihan",2,2020-07-31 14:02:27
3907,Padahal nomor saya belum pernah daftat sebelumnya. Tapi begitu login bisa langsung masuk. Sudah gitu data semua sudah terisi di sistem. Saya juga ga bisa atur data baru. Begitu mau proses pinjam ga dikasih dengan alasan score kredit kurang... Tolong hapus data saya. Karena saya ga pernah pinjam disini...,1,2020-08-01 03:21:44
3839,Saya pelanggan setia dari ADAKAMI sudah hampirr 6x pinjam dan tidak pernah sekali pun telat bayar. Hanya saja setiap leasing nelpon tidak pernah saya jawab karna memang malas jawab nya. Saat ingin mengajukan pinjaman kembali saya malah di tolak dengan alasan kredit score anda tidak memenuhi syarat. Padahal saya bayar selalu tepat waktu tidak pernah telat. Tolong jaga data pribadi saya dengan baik yah. Jangan sampai disalah gunakan. Saya unistal apk ini. Terimakasih!!!,1,2020-08-01 08:02:47
7288,Aplikasi yang sangat mudah dan recommended .tenornya lama dan suku bunganya rendah... Terima kasih apk adakami.. sukses selalu love u,5,2020-08-01 08:44:22
9408,Aplikasi gk jelas uda isi data uda di ajuin tapi gk ada jawaban uda 3 hari mohon di perbaikin lagi sistem kerja nya jadi org tdk menunggu.. Terima kasih..!,1,2020-08-02 18:26:13
8916,Pagi adakami.. Tolong dengan sangat mengapa status pinjaman Saya sudah disetujui dari Hari sabtu tanggal 1 agustus 2020..tetapi sampai dengan hari ini Dana belum masuk juga ke rekening Saya..2 x Saya meminjam tidak pernah Ada masalah!!!!! Sudah telpon juga ke CS tetapi tidak pernah Ada yg angkat.. Tolong ulasan Saya di tanggapi..,2,2020-08-02 23:46:32
5967,Sangat memuaskan prosesnya ga ribet bunga pinjaman juga tidak begitu besar dan ada kenaikan limit tambahan setiap pelunasan yg teratur. Rekomended banget buat kalian yg lagi butuh dana tambahan download kuy,5,2020-08-03 02:05:29
3768,Sangat2 membantu dan proses sangat cepat... Tp kenapa saya sudah membayar dan saldo saya sudah berkurang masih ada dapat tlpn atau sms katanya pembayaran saya belum masuk mohon team untuk verifikasinya dan di double cek terima kasih,5,2020-08-03 02:59:01
9761,terima kasih aplikasi AdaKami awalnya ngak percaya sy tunggu 5 menit langsung cair.. gampang dan mudah sekali dan bisa membantu kebutuhan belanja.. Dapur,5,2020-08-04 02:20:24
7674,"Pinjaman sya sudah berjalan sampai saat ini uang belum sama sekali masuk rekening.katanya ada kesalah teknis dari pihak bank . Minjam tgl 30 sampai sekarang gak masuk akal kesalahan teknis belum dapat diselesaikan apa pihak banknya gak bisa kerja atau gimna. Padahal saya dah sering pinjam dan tidak pernah telat dalam pembayaran. Kawan"" yg lain pinjam diawal bulan cepat cairnya pnya saya katanya kesalahan orang bank. Haduh dh mulai gak bener nie adakami.",1,2020-08-04 03:01:31
5523,Saya belum paham dengan aplikasi ini..mangka nya saya kasih bintang 1. Kata nya proses cepat cair tidak memakan waktu lama.kalau emg bnr proses cepat hitungan detik akan saya kasih bintang 5.. dan brph lama uang yg akan di cairkan,1,2020-08-04 03:32:52
7962,Kenapa saya tidak bisa melanjutkan proses pengisian data untuk memasukan kontak darurat selalu muncul tulisan nomor tidak boleh sama dengan nomer registrasi maksudnya apa ya ? Jadi saya kasih bintang 1 dulu,1,2020-08-04 11:04:21
6652,Tuk teman2 yg butuh dana cepat silahkan instal app ini.. Sy puas dgn pelayanannya yg ga ribet.. Uang d terima utuh tanpa ada potongan. Pinjam 800 ribu kembali 978 ribu dlm jangka 22 hari... Thanks adakami.. Sukses slalu,5,2020-08-05 04:21:21
6242,"Trimakasih ""AdaKami"" sesuai ulasan saya sebelum nya, karna dana sudah saya terima dan dalam waktu proses yg cepat... Untuk itu saya langsung apresiasi dengan 5 bintang. Semoga selalu memberikan pelayanan yg terbaik bagi member dan pengguna nya... Aplikasi yg bermanfaat... Sukses selalu...🙏🙏👍👍👍",5,2020-08-05 05:06:25
8358,Aplikasi ini sangat membantu.. Awal nya saya juga.. Agak ragu karena via online tetapi pada saat pengajuan gak pake lama langsung cair.. Terimakasih Adakami- pinjaman 👍👍,5,2020-08-05 07:04:24
9140,Pengajuan saya ditolak karena kredit skor rendah. Padahal saya nggak pernah pinjam sebelumnya. Gimnacaranya menaikkan kredit skor? Alasan juga data ga lengkap giliran saya apus apknya pihak adakami nelpon katanya bisa dibantu pengajuan. Mana buktinya?,1,2020-08-06 03:04:35
3945,"Telp CS, Email gak ada balasan..bagimna ini adakami terkait pembayaran saya yg tidak berubah jg di aplikasi. Uang yang saya bayarkan jngan2 diambil oknum. Sudah bayar sebelum jauh sebelum jatuh tempo namun lewat 24 jam masih ada tagihan, herannya lagi nomor virtual account jadi berubah, jangan sampai tagihan yg sudah saya bayar tidak masuk ke aplikasi adakami",1,2020-08-06 04:41:04
6382,"Gimana sih ini, saya cuma downlod apk ini aja dan cuma ngisi data diri belum selesai dan tidak jadi meminjam. Mana banyak nomor masuk WA telepon sms setiap hari, padahal saya tidak jadi meminjam!. Tolong dong pihak adakami data2 saya dihapus! Kalau sampai nama baik saya tercemar dan data saya disalahgunakan saya akan lapor pada pihak berwajib!.",1,2020-08-06 05:33:44
8921,"Uwoww...cepetloh termasuknya..dan limitnya lmyn banyak...thank you ya AK. Semoga pembayaran saya lancar dan dc nya jangan rese2. Track BI checking saya bagus, dan ga pernah bermasalah sm DC. Thank you",5,2020-08-06 07:34:06
8434,"Bagus , sangat membantu saya .. Saya mengajukan dan minjem langsung di ACC , tingkat kan lgi untuk program.a 🤗 .. Semoga membantu bnyak orang adakami ☺️",4,2020-08-06 14:19:25
7374,Turun bintangnya.Karna pengajuan ke2 ditolak.padahal pembayaran ke1 dibayarkan sesuai jatoh tempo dan setelah pelunasan dapat notif naik limit hingga 5jt.Tolong analist data.mohon diliat lagi nasabah yg bener2 tanggung jawab pembayaran. dimudahkan prosesnya!!!!,1,2020-08-06 14:54:03
7717,"Selamat pagi admin AdaKami,.. Persyaratan mudah dan simpel,syarat-syarat lengkap,pengajuan pertama langsung diacc dan tidak lama dicairkan,sangat direkomendasikan buat yg lagi perlu dana talangan,..sukses buat kedepannya AdaKami,..terimakasih.",5,2020-08-08 00:34:59
8632,"Saya kasih bintang 5,cuna yang disayangkan waktu mau ambil lagi kedua kali mya keterangan nya gagal limit,jadi nya saya mau pinjam lagi harus menunggu lagi,kalah dengan tetangga sebelah yang selalu percaya sama saya soal pembayaran nya bahkan 1 minggu sebelum nya udah saya bayarkan,ini saya hanya coba dan malah dikecewakan sekali.",5,2020-08-09 02:05:29
6371,Setelah saya udah berulang ulang coba di aplikasi lain... Alhamdullilh di setujui. Makasih ADAKAMI meskipun cuma dapat pinjaman sedikit... Tpi paling enggak bisa membantu sedikit... Terima kasih... Klo bleh kasih saran sedikit. Untuk pengajuanya jgn terllu lama 48jam dan untuk pencairan dana 24jam... Jdi harus nunggu 3hari,5,2020-08-09 02:30:23
8271,Aplikasi ini sangat mudah dan sangat membantu sekali..semoga adakami k depan nya lebih bagus lagi dan selalu bisa membantu orang yg sedang membutuhkan,5,2020-08-09 04:35:24
3802,"Dengan aplikasi adakami ini sangat membantu orang banyak dan di bantu dengan dipermudahnya mengajukan permohonan pinjaman yg jauh lebih cepat dengan proses yg super kilat, sekali lg terima kasih buat aplikasi adakami ini sangat membantu.wassalam",5,2020-08-09 07:14:49
5059,"aplikasi pinjaman ini sangat recommend bgt deh,walaupun limit pinjaman ga bisa sesuai yang kita inginkan tp untuk proses pengajuan sangat mudah dan pencairan dana sangat cepat. terima kasih adakami.",5,2020-08-09 07:44:36
4448,Saya heran kenapa banyak yang buat review kurang memuaskan buat app ini. Menurut saya adakami sangat membantu. Tenor pelunasan dapat dipilih mulai 14 hari-28 hari. nggak kaya app pinjol lainnya yang janjinya 91 hari tapi tiba2 tenor cuma 7hari😂. Bunga juga ringan. Penagihan juga sekedar mengingatkan. Cs juga ramah. Setiap permasalahan diajukan lewat email juga fast respon.,5,2020-08-10 03:37:26
7560,Jangan pernah instal aplikasi ini.. pdahal saya belum telat bayarnta tapi cs penagihanya tidak sopan maki2 dan kurang ajar.. hati2 aja sama aplikasi ini.. banyak pinjol yang penagihanya sopan dan santun. Pinjol abal2..cs nya seperti lulusan SD,1,2020-08-11 07:06:33
9301,Cara daftar hingga dapat limit dan proses peminjaman cukup mudah. Insyaallah bermanfaat dan dapat meningkat terus limit nya. Sukses selalu,5,2020-08-11 13:47:27
8822,Trimakasih ini aplikasi yg bagus dan cepat pelayanan nya bagus dan tidak mengecewakan pokok nya ngak nyesel instal apk ini ok jgan ragu..,5,2020-08-12 02:47:56
6022,"Hai adakami:) kenapa aku baru mau pinjam uang tidak bisa di lakukan, padahalkan semua data dan persyaratannya sudah aku patuhi dan mengikuti persyaratan, satu hal yang aku mau bilang tolong jaga data aku, aku tau kok apk tidak jahat seperti apk lain, yang cuman ingin pencuri data orang, mohon di hapus data pribadi saya, terima kasih, ini bukan tentang penipuan.:(",2,2020-08-12 11:30:12
8628,Tolong ini ko dri siang info di aplikasi dana sudah cair dan sudah nongol JT nya.. tp ko knp direkening gak ada duit masuk.. maksutnya apa ini ?? Saya gak akan pernah mau byr yak..kalo saya tdk merasa terima duit.. saya atas nama RESHA FINANTI,1,2020-08-12 15:40:06
6207,"Untuk adakami, pinjaman sudah disetujui tapi kenapa kok belum ada pencairan dana ke rekening saya sedangkan di aplikasi saya sudah muncul nilai tagihan. Jangan sampai anda menipu ya.",1,2020-08-13 00:42:54
5159,"Hey AdaKami, sy sdh mengajukan di AdaKami sebanyak 5x sebelumnya dan semua pembayaranku tdk ada bermasalah, tpi entah knp mau mengajukan yg ke 6 sdh tdk bisa dan alasan nya yg tdk jelas. Silahkan cek riwayat pinjaman sy. Sy sdh email juga tdk ada respon sama sekali. Tolong hapus data sy.",1,2020-08-13 09:09:27
6170,"Jangan ada yg download nanti nyesel kaya saya. Saya udah isi semua data udh dpet limit, pas mau nyoba pinjaman malah di tolak dan di suruh nunggu smpe 2 bulan buat ngajuin pinjaman lagi. Tolong donk data saya di hapuss, ini bnyk yg nelpon SMS sampe nge WA saya bnyak bnget. Saya bakal bikin laporan ke polisi jika masih ada yg SMS atau ngeWA saya",1,2020-08-13 12:36:20
7849,"bagus, cuma bisa gak sih gk usah promo2 lewat wa, semenjak download ini kok sering dpt wa promo doang, sebener nya agak sedikit ganggu, kirain wa dr siapa taunya penawaran doang, mnta tlong dong jgn kyk gtu",3,2020-08-14 05:50:40
4718,Kalau bisa buat yg lancar pembayaran nya di naikan limit nya dan ada kan juga bayaran nya angsuran gituh buat yang sudah limit di atas 2 juta terimakasih sangat membantu.. semoga bisa rendah bunga nya,5,2020-08-14 06:06:56
6264,"Saya barusan mencoba ternyata saya lulus dan sudah pencairan,, jangka waktu jga lama n bunga rendah.. Sya sangat suka dan keamanannya jga tingkat dewa, good job. I like it",5,2020-08-15 03:13:53
7690,"2x peminjaman aman"" aja, saya bayar juga gk pernah telat, mau pengajuan lg tp mlh di tolak, alasannya score kredit tidak memcukupi😪😪 ,itu saya pelunasan tidak pernah telat kn harusnya bikin skore kredit jd lebih baik, haiiisshhh KECEWAAA",2,2020-08-15 10:56:46
6214,"Hallo AdaKami.. Ini saya sudah mengajukan pinjaman yang ke 2...UANG belum masuk ke rekening,, tapi kok di aplikasi sudah ada jumlah yang harus di bayarkan?? Sedangkan di beranda bertuliskan "" MAAF SKOR ANDA BELUM MENCUKUPI TAMBAH INFORMASI ANDA "" Ini gimana ya??",3,2020-08-16 00:45:09
7240,"Saya kasih 5 bintang krn sdh membantu kebutuhan mendadak saya,semoga aplikasi ini jadi yg terbaik dan punya etika terutama Dc nya dan juga mhn di pertimbangkan bunganya di ringankan lagi.",5,2020-08-16 04:51:51
6596,"Terimakasih ""adakami"", sangat membantu. Semoga tetap lancar dan konsisten dalam menjaga data data yang sudah di konfirmasi, serta tidak ada penyalah gunaan data data terkait.",4,2020-08-16 10:40:22
4656,"Adakami sangat membantu di saat sulit seperti ini, awal nya sedikit pesimis ternyata pas dicoba pinjaman nya cair dgn cepat, semoga AdaKami selalu meningkatkan pelayanan nya, karena kenyamanan lahir dari servis yg baik.",5,2020-08-16 20:02:08
6657,"Di apk nya blg sudah d setujui , tp blm di transfer , tapi di apk sudah ada tagihan yg harus d lunasi, saya tunggu sampe 24 jam ya. Semoga tidak nipu, krna saya pake apk ini kan krna butuh uang, jd jgn d tipu2 ya. Kalo pun ga di transfer bgtu ada tagihan saya ga akan bayar, krna saya ada bukti . Nnti akan saya cetak bukti transaksi hari ini ga ada dana masuk dari ada kami. Jd gabisa tipu2 ya . Thx",2,2020-08-17 03:35:34
4190,"Knapa ya setelah ga jadi pinjem lewat apk ini, banyak banget sms yg masuk nawarin pinjaman. Ada yg lewat WA, ada juga yg pake link url. Nanti ada apalagi ? Bisa2 data2 saya yg sudah terkirim dsalah gunakan oleh oknum2 tidak bertanggung jawab. Haduh.....",1,2020-08-17 12:55:35
7027,"Daftar dan pengajuan langsung di acc, Kalau dalam waktu 24 jam, pinjaman terbukti bisa di cairkan besok saya pasti kasih bintang 5, terimakasih AdaKami, limit dan waktu jatuh tempo yang saya ajukan disetujui dan sesuai pengajuan 🙏 🙏 🙏",4,2020-08-17 16:46:42
4662,"Hallo admin AdaKami kenapa saya mau pengajuan lagi kok tidak bisa, pada hal pinjaman pertama sdh saya lunasi sebelum jatuh temponya. Dan saya mau pengajuan lagi yang kedua gagal dikarenakan datany tidak sesuai, lah padahal data pegajuan yg pertama saya juga sama seperti pengajuan kedua ini. Tapi alasannya kok data kurang lengkap kan aneh, terus saya kapan bisa pengajuan lagi.. Tapi sy tetap kasih 5bintang karena wktu itu sy sdh dibantu, walaupun pengajuan yg ke 2 sy tdk di acc. Sekali lagi thx.",5,2020-08-17 17:18:41
7204,Saldo terkunci sampai tgl tertentu Padahal ingin melakukan pinjaman lagi Pengajuan pertama OK dan sudah lunas tidak telat Tapi kenapa saat ini saldonya dikunci ????,2,2020-08-18 01:20:10
8072,"Sngaja saya kasih bintang 5 karena aplikasinya mahal sekali kalau untuk masa terlambatan bayar masa sehari telat bayar 80 ribu dendanya,,baru pertama kali telat bayar udah 80 ribu padahal pembayaran sebelumnya lancar cuma ada kndala ajha nggk lancar tapi ko mahal bnget ya terlambat sehari 80 ribu",5,2020-08-18 09:00:56
9065,pengajuan mudah..tidak ribet.. proses cepat..pengajuan beberapa kali selalu di acc....g sampai 10 mnt dana udh di transfer..terma kasih Ada kami.. sukses selalu,5,2020-08-18 09:05:31
9204,Untuk yg lain hati2 sja karna di aplikasi sya dana sudah di cairkan dan di setujui dr tanggal 3 bulan ini tpi sampai tgl 18 ini dana belum juga masuk ke rekening..tolong itikad baiknya y kalo memang tidak di setujui di batalkan sja gpp jngan tagihannya berjalan tpi uangnya tidak masuk ke rekening..sya bisa laporkan ke ojk y kalo anda tidak ada itikad baiknya..jangan cuma bagian penagihannya saja yg bhasanya kasar,1,2020-08-18 09:09:33
3841,"Syarat mudah,layanan sangat memuaskan..pencairan cepat...top up mudah,limit bertambah,tenor jadi panjang....sangat membantu sekali...terima kasih dan sukses trus #adakami...👍",5,2020-08-18 20:26:03
6642,"Selama memakai aplikasi ini...pelayanannya cukup bagus,cuma lebih dtingkatkan lagi karna akhir2 ini sy ada kendala dalam soal pembayaran melalui Alfamart hingga hrs bolak balik beberapa kali",4,2020-08-19 01:45:48
5816,Jangan salah gunakan data saya karena kesalahan bukan dari saya ini kesalahan dari pihak ada kami.. saya sudah berusaha untuk membayar tapi pembayaran saya tidak bisa berhasil tidak bisa valid sudah 4 hari saya berusaha.. sampai sampai aplikasinya pun tidak bisa di buka mau lhat detail pinjaman atau pembayaran pun tidak bisa.. hanya terus menerus jaringan internetan anda bermasalah coba periksa status jaringan anda. Padahal jaringan saya bagus untuk membuka aplikasi lain ny a seperti pesbook dll,1,2020-08-19 04:41:48
8718,Saya minjamnya 800 terus diaplikasinya katanya 800 yang dicairkan setelah masuk ke rekening tidak sampe 800 . Jadi ga tau kurangnya itu kemana. Setidaknya kalo ada biaya layanan diberi tahu dari awal,1,2020-08-19 06:49:51
9232,waw mantap pengajuan saya di acc proses mudah ga ribet jangka waktu panjang dan bunga sangat ringan recomend banget dah Adakami terimakasih atas pencairannya sangat2 memuaskan .terimasih banyak .🙏👍,5,2020-08-19 09:04:23
6106,"Benar benar membantu pertama kali donlot apply dan langsung di approved pinjamannya,terima kasih .. untuk para pengguna pastikan gunakan dengan bijak pinjam di waktu yang tepat, pengembalian pinjamananpun harus tepat juga Syarat gak ribet simple dari awal proses sampai pengajuan di setujui,,limit awal pengguna seperti saya pinjaman satu juta menurut saya lumayan besar karena biasanya pengguna awal limit pinjaman di bawah satu juta,,dan untuk bunga 10% masih oklah tanpa harus ada pot dari pinjama",4,2020-08-19 23:19:12
